nb_visites,nb_views,nb_addtocarts,nb_transactions,cat_top_vus,cat_top_mis_panier,cat_top_vendus
231,227.0,3.0,1.0,0,0,0
18,16.0,1.0,1.0,0,0,0
123,118.0,3.0,2.0,0,0,0
7,5.0,1.0,1.0,0,0,0
31,29.0,1.0,1.0,0,0,0
62,57.0,4.0,1.0,0,0,0
22,20.0,1.0,1.0,0,0,0
9,7.0,1.0,1.0,0,0,0
21,17.0,3.0,1.0,0,0,0
216,206.0,7.0,3.0,0,0,0
38,34.0,3.0,1.0,0,0,0
43,39.0,3.0,1.0,0,0,0
66,61.0,3.0,2.0,0,0,0
22,18.0,3.0,1.0,0,0,0
160,148.0,8.0,4.0,0,0,0
19,16.0,2.0,1.0,0,0,0
161,142.0,11.0,8.0,0,0,1
66,61.0,3.0,2.0,0,0,0
292,268.0,21.0,3.0,0,1,0
7,4.0,2.0,1.0,0,0,0
26,24.0,1.0,1.0,0,0,0
12,10.0,1.0,1.0,0,0,0
98,92.0,5.0,1.0,0,0,0
104,92.0,9.0,3.0,0,0,0
32,30.0,1.0,1.0,0,0,0
23,22.0,0.0,1.0,0,0,0
30,27.0,2.0,1.0,0,0,0
17,15.0,1.0,1.0,0,0,0
28,24.0,2.0,2.0,0,0,0
34,32.0,1.0,1.0,0,0,0
69,67.0,1.0,1.0,0,0,0
61,60.0,0.0,1.0,0,0,0
30,25.0,3.0,2.0,0,0,0
154,146.0,5.0,3.0,0,0,0
332,323.0,8.0,1.0,1,0,0
27,25.0,1.0,1.0,0,0,0
85,78.0,5.0,2.0,0,0,0
281,272.0,8.0,1.0,0,0,0
462,444.0,16.0,2.0,1,1,0
35,33.0,1.0,1.0,0,0,0
54,48.0,3.0,3.0,0,0,0
464,419.0,26.0,19.0,1,1,1
23,21.0,1.0,1.0,0,0,0
107,93.0,9.0,5.0,0,0,0
13,6.0,5.0,2.0,0,0,0
16,14.0,1.0,1.0,0,0,0
203,196.0,4.0,3.0,0,0,0
25,23.0,1.0,1.0,0,0,0
13,9.0,3.0,1.0,0,0,0
21,19.0,1.0,1.0,0,0,0
403,363.0,26.0,14.0,1,1,1
63,52.0,6.0,5.0,0,0,1
6,5.0,0.0,1.0,0,0,0
41,38.0,2.0,1.0,0,0,0
254,242.0,8.0,4.0,0,0,0
77,74.0,2.0,1.0,0,0,0
25,22.0,2.0,1.0,0,0,0
36,33.0,2.0,1.0,0,0,0
23,19.0,2.0,2.0,0,0,0
29,27.0,1.0,1.0,0,0,0
140,138.0,1.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
28,26.0,1.0,1.0,0,0,0
17,15.0,1.0,1.0,0,0,0
23,21.0,1.0,1.0,0,0,0
80,79.0,0.0,1.0,0,0,0
40,34.0,4.0,2.0,0,0,0
50,44.0,4.0,2.0,0,0,0
16,14.0,1.0,1.0,0,0,0
44,39.0,4.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
178,173.0,3.0,2.0,0,0,0
9,6.0,2.0,1.0,0,0,0
59,47.0,11.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
199,184.0,12.0,3.0,0,0,0
17,15.0,1.0,1.0,0,0,0
79,77.0,1.0,1.0,0,0,0
100,92.0,4.0,4.0,0,0,0
14,13.0,0.0,1.0,0,0,0
19,16.0,2.0,1.0,0,0,0
14,11.0,2.0,1.0,0,0,0
47,44.0,2.0,1.0,0,0,0
234,227.0,5.0,2.0,0,0,0
77,74.0,2.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
31,29.0,1.0,1.0,0,0,0
27,25.0,1.0,1.0,0,0,0
204,199.0,4.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
52,49.0,2.0,1.0,0,0,0
25,22.0,2.0,1.0,0,0,0
59,54.0,3.0,2.0,0,0,0
339,335.0,3.0,1.0,1,0,0
27,18.0,8.0,1.0,0,0,0
37,33.0,3.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
49,43.0,4.0,2.0,0,0,0
22,20.0,1.0,1.0,0,0,0
29,26.0,2.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
32,27.0,4.0,1.0,0,0,0
35,31.0,3.0,1.0,0,0,0
65,56.0,8.0,1.0,0,0,0
50,48.0,1.0,1.0,0,0,0
10,8.0,1.0,1.0,0,0,0
24,22.0,1.0,1.0,0,0,0
106,98.0,6.0,2.0,0,0,0
20,18.0,1.0,1.0,0,0,0
173,167.0,4.0,2.0,0,0,0
10,8.0,1.0,1.0,0,0,0
213,191.0,17.0,5.0,0,1,1
30,24.0,4.0,2.0,0,0,0
90,79.0,9.0,2.0,0,0,0
143,132.0,6.0,5.0,0,0,0
59,50.0,6.0,3.0,0,0,0
13,8.0,3.0,2.0,0,0,0
26,21.0,3.0,2.0,0,0,0
56,53.0,1.0,2.0,0,0,0
12,9.0,2.0,1.0,0,0,0
44,39.0,3.0,2.0,0,0,0
76,71.0,4.0,1.0,0,0,0
47,41.0,4.0,2.0,0,0,0
60,52.0,5.0,3.0,0,0,0
77,74.0,2.0,1.0,0,0,0
150,141.0,7.0,2.0,0,0,0
30,27.0,2.0,1.0,0,0,0
15,13.0,1.0,1.0,0,0,0
40,36.0,3.0,1.0,0,0,0
49,44.0,2.0,3.0,0,0,0
22,20.0,1.0,1.0,0,0,0
34,33.0,0.0,1.0,0,0,0
50,40.0,7.0,3.0,0,0,0
51,47.0,3.0,1.0,0,0,0
10,8.0,1.0,1.0,0,0,0
43,36.0,5.0,2.0,0,0,0
23,19.0,2.0,2.0,0,0,0
101,98.0,2.0,1.0,0,0,0
86,83.0,2.0,1.0,0,0,0
14,11.0,2.0,1.0,0,0,0
34,32.0,1.0,1.0,0,0,0
90,61.0,18.0,11.0,0,1,1
69,63.0,4.0,2.0,0,0,0
41,31.0,7.0,3.0,0,0,0
3,1.0,1.0,1.0,0,0,0
24,22.0,1.0,1.0,0,0,0
62,55.0,5.0,2.0,0,0,0
108,99.0,7.0,2.0,0,0,0
30,28.0,1.0,1.0,0,0,0
100,97.0,2.0,1.0,0,0,0
141,119.0,14.0,8.0,0,1,1
56,52.0,3.0,1.0,0,0,0
80,74.0,4.0,2.0,0,0,0
11,8.0,2.0,1.0,0,0,0
160,153.0,5.0,2.0,0,0,0
44,40.0,2.0,2.0,0,0,0
15,14.0,0.0,1.0,0,0,0
142,129.0,8.0,5.0,0,0,0
36,32.0,2.0,2.0,0,0,0
49,47.0,1.0,1.0,0,0,0
11,10.0,0.0,1.0,0,0,0
20,16.0,2.0,2.0,0,0,0
34,24.0,5.0,5.0,0,0,0
21,19.0,1.0,1.0,0,0,0
504,456.0,32.0,16.0,1,1,1
90,88.0,1.0,1.0,0,0,0
51,39.0,10.0,2.0,0,0,0
79,76.0,2.0,1.0,0,0,0
16,14.0,1.0,1.0,0,0,0
34,29.0,3.0,2.0,0,0,0
23,21.0,1.0,1.0,0,0,0
8,5.0,1.0,2.0,0,0,0
40,38.0,1.0,1.0,0,0,0
34,32.0,1.0,1.0,0,0,0
45,42.0,2.0,1.0,0,0,0
19,17.0,1.0,1.0,0,0,0
41,38.0,2.0,1.0,0,0,0
14,11.0,2.0,1.0,0,0,0
30,27.0,2.0,1.0,0,0,0
89,75.0,8.0,6.0,0,0,1
96,89.0,5.0,2.0,0,0,0
66,64.0,1.0,1.0,0,0,0
29,18.0,8.0,3.0,0,0,0
21,19.0,1.0,1.0,0,0,0
83,76.0,4.0,3.0,0,0,0
30,27.0,2.0,1.0,0,0,0
99,97.0,1.0,1.0,0,0,0
23,20.0,2.0,1.0,0,0,0
13,8.0,3.0,2.0,0,0,0
67,66.0,0.0,1.0,0,0,0
62,58.0,2.0,2.0,0,0,0
127,124.0,2.0,1.0,0,0,0
19,17.0,1.0,1.0,0,0,0
20,15.0,3.0,2.0,0,0,0
28,26.0,1.0,1.0,0,0,0
104,101.0,2.0,1.0,0,0,0
38,35.0,2.0,1.0,0,0,0
21,15.0,5.0,1.0,0,0,0
97,90.0,4.0,3.0,0,0,0
12,8.0,3.0,1.0,0,0,0
23,18.0,4.0,1.0,0,0,0
39,35.0,3.0,1.0,0,0,0
10,8.0,1.0,1.0,0,0,0
41,38.0,2.0,1.0,0,0,0
252,231.0,17.0,4.0,0,1,0
5,3.0,1.0,1.0,0,0,0
234,223.0,10.0,1.0,0,0,0
296,291.0,4.0,1.0,0,0,0
191,171.0,12.0,8.0,0,0,1
24,20.0,3.0,1.0,0,0,0
38,33.0,3.0,2.0,0,0,0
36,31.0,4.0,1.0,0,0,0
19,17.0,1.0,1.0,0,0,0
39,36.0,2.0,1.0,0,0,0
60,57.0,1.0,2.0,0,0,0
214,206.0,7.0,1.0,0,0,0
60,57.0,2.0,1.0,0,0,0
123,115.0,6.0,2.0,0,0,0
78,74.0,3.0,1.0,0,0,0
225,198.0,22.0,5.0,0,1,1
84,79.0,4.0,1.0,0,0,0
172,164.0,7.0,1.0,0,0,0
132,121.0,7.0,4.0,0,0,0
13,11.0,1.0,1.0,0,0,0
56,50.0,3.0,3.0,0,0,0
76,72.0,3.0,1.0,0,0,0
6,4.0,1.0,1.0,0,0,0
31,24.0,4.0,3.0,0,0,0
14,12.0,1.0,1.0,0,0,0
19,15.0,2.0,2.0,0,0,0
16,13.0,2.0,1.0,0,0,0
20,18.0,1.0,1.0,0,0,0
5,3.0,1.0,1.0,0,0,0
107,94.0,9.0,4.0,0,0,0
21,17.0,3.0,1.0,0,0,0
14,10.0,3.0,1.0,0,0,0
16,14.0,1.0,1.0,0,0,0
99,92.0,4.0,3.0,0,0,0
74,70.0,3.0,1.0,0,0,0
91,89.0,1.0,1.0,0,0,0
12,8.0,2.0,2.0,0,0,0
9,7.0,1.0,1.0,0,0,0
14,12.0,1.0,1.0,0,0,0
120,108.0,9.0,3.0,0,0,0
20,17.0,2.0,1.0,0,0,0
54,51.0,2.0,1.0,0,0,0
26,24.0,1.0,1.0,0,0,0
49,47.0,1.0,1.0,0,0,0
240,236.0,3.0,1.0,0,0,0
111,102.0,7.0,2.0,0,0,0
219,195.0,17.0,7.0,0,1,1
92,88.0,3.0,1.0,0,0,0
18,15.0,2.0,1.0,0,0,0
155,141.0,10.0,4.0,0,0,0
18,16.0,1.0,1.0,0,0,0
361,336.0,22.0,3.0,1,1,0
292,274.0,10.0,8.0,0,0,1
152,145.0,5.0,2.0,0,0,0
11,6.0,4.0,1.0,0,0,0
76,65.0,6.0,5.0,0,0,0
45,42.0,1.0,2.0,0,0,0
25,22.0,2.0,1.0,0,0,0
19,17.0,1.0,1.0,0,0,0
10,7.0,2.0,1.0,0,0,0
33,30.0,2.0,1.0,0,0,0
9,8.0,0.0,1.0,0,0,0
176,169.0,6.0,1.0,0,0,0
22,20.0,1.0,1.0,0,0,0
20,14.0,3.0,3.0,0,0,0
105,102.0,2.0,1.0,0,0,0
37,34.0,2.0,1.0,0,0,0
38,36.0,1.0,1.0,0,0,0
114,109.0,4.0,1.0,0,0,0
37,35.0,1.0,1.0,0,0,0
220,214.0,5.0,1.0,0,0,0
35,25.0,8.0,2.0,0,0,0
41,38.0,1.0,2.0,0,0,0
77,74.0,2.0,1.0,0,0,0
38,33.0,3.0,2.0,0,0,0
35,31.0,2.0,2.0,0,0,0
141,132.0,5.0,4.0,0,0,0
93,83.0,8.0,2.0,0,0,0
5,3.0,1.0,1.0,0,0,0
84,74.0,4.0,6.0,0,0,1
48,42.0,5.0,1.0,0,0,0
205,202.0,2.0,1.0,0,0,0
228,213.0,9.0,6.0,0,0,1
83,79.0,3.0,1.0,0,0,0
42,36.0,4.0,2.0,0,0,0
81,77.0,3.0,1.0,0,0,0
67,63.0,3.0,1.0,0,0,0
48,46.0,1.0,1.0,0,0,0
32,30.0,1.0,1.0,0,0,0
10,8.0,1.0,1.0,0,0,0
121,119.0,1.0,1.0,0,0,0
33,25.0,5.0,3.0,0,0,0
27,24.0,2.0,1.0,0,0,0
31,28.0,2.0,1.0,0,0,0
191,180.0,10.0,1.0,0,0,0
18,15.0,2.0,1.0,0,0,0
48,45.0,2.0,1.0,0,0,0
149,138.0,7.0,4.0,0,0,0
68,64.0,3.0,1.0,0,0,0
17,14.0,2.0,1.0,0,0,0
292,284.0,7.0,1.0,0,0,0
25,22.0,2.0,1.0,0,0,0
78,75.0,2.0,1.0,0,0,0
45,42.0,2.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
218,212.0,4.0,2.0,0,0,0
20,16.0,3.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
18,13.0,3.0,2.0,0,0,0
93,88.0,3.0,2.0,0,0,0
78,76.0,1.0,1.0,0,0,0
65,54.0,6.0,5.0,0,0,1
21,15.0,5.0,1.0,0,0,0
19,16.0,2.0,1.0,0,0,0
101,94.0,5.0,2.0,0,0,0
184,176.0,6.0,2.0,0,0,0
64,56.0,6.0,2.0,0,0,0
48,43.0,4.0,1.0,0,0,0
31,29.0,1.0,1.0,0,0,0
52,49.0,2.0,1.0,0,0,0
30,23.0,4.0,3.0,0,0,0
85,79.0,5.0,1.0,0,0,0
79,74.0,3.0,2.0,0,0,0
57,54.0,2.0,1.0,0,0,0
68,58.0,9.0,1.0,0,0,0
21,19.0,1.0,1.0,0,0,0
104,96.0,6.0,2.0,0,0,0
148,140.0,6.0,2.0,0,0,0
9,7.0,1.0,1.0,0,0,0
328,311.0,15.0,2.0,1,1,0
126,123.0,2.0,1.0,0,0,0
188,166.0,15.0,7.0,0,1,1
45,43.0,1.0,1.0,0,0,0
20,18.0,1.0,1.0,0,0,0
11,8.0,2.0,1.0,0,0,0
34,32.0,1.0,1.0,0,0,0
38,29.0,8.0,1.0,0,0,0
33,31.0,1.0,1.0,0,0,0
31,29.0,1.0,1.0,0,0,0
315,305.0,8.0,2.0,1,0,0
27,25.0,1.0,1.0,0,0,0
11,9.0,1.0,1.0,0,0,0
40,36.0,2.0,2.0,0,0,0
66,63.0,1.0,2.0,0,0,0
18,15.0,1.0,2.0,0,0,0
72,64.0,4.0,4.0,0,0,0
79,75.0,3.0,1.0,0,0,0
45,43.0,1.0,1.0,0,0,0
42,34.0,7.0,1.0,0,0,0
34,28.0,5.0,1.0,0,0,0
15,13.0,1.0,1.0,0,0,0
367,354.0,10.0,3.0,1,0,0
15,12.0,2.0,1.0,0,0,0
123,108.0,12.0,3.0,0,0,0
11,8.0,2.0,1.0,0,0,0
4,2.0,1.0,1.0,0,0,0
94,89.0,4.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
160,157.0,2.0,1.0,0,0,0
47,41.0,5.0,1.0,0,0,0
16,14.0,1.0,1.0,0,0,0
12,9.0,2.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
11,9.0,1.0,1.0,0,0,0
22,20.0,1.0,1.0,0,0,0
25,20.0,3.0,2.0,0,0,0
104,96.0,6.0,2.0,0,0,0
10,8.0,1.0,1.0,0,0,0
14,10.0,2.0,2.0,0,0,0
32,25.0,4.0,3.0,0,0,0
78,72.0,4.0,2.0,0,0,0
66,61.0,4.0,1.0,0,0,0
36,34.0,1.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
5,3.0,1.0,1.0,0,0,0
26,22.0,3.0,1.0,0,0,0
119,113.0,4.0,2.0,0,0,0
136,126.0,8.0,2.0,0,0,0
65,58.0,5.0,2.0,0,0,0
92,86.0,4.0,2.0,0,0,0
112,102.0,9.0,1.0,0,0,0
109,107.0,1.0,1.0,0,0,0
4,2.0,1.0,1.0,0,0,0
42,37.0,4.0,1.0,0,0,0
28,27.0,0.0,1.0,0,0,0
253,225.0,21.0,7.0,0,1,1
16,14.0,1.0,1.0,0,0,0
41,35.0,5.0,1.0,0,0,0
30,28.0,1.0,1.0,0,0,0
56,53.0,2.0,1.0,0,0,0
21,18.0,2.0,1.0,0,0,0
5,3.0,1.0,1.0,0,0,0
13,8.0,3.0,2.0,0,0,0
51,40.0,6.0,5.0,0,0,0
24,21.0,2.0,1.0,0,0,0
517,493.0,21.0,3.0,1,1,0
81,78.0,2.0,1.0,0,0,0
18,15.0,2.0,1.0,0,0,0
21,19.0,1.0,1.0,0,0,0
108,100.0,7.0,1.0,0,0,0
98,62.0,35.0,1.0,0,1,0
13,11.0,1.0,1.0,0,0,0
102,98.0,3.0,1.0,0,0,0
92,89.0,2.0,1.0,0,0,0
18,13.0,3.0,2.0,0,0,0
8,5.0,2.0,1.0,0,0,0
44,35.0,5.0,4.0,0,0,0
29,27.0,1.0,1.0,0,0,0
67,64.0,2.0,1.0,0,0,0
36,33.0,2.0,1.0,0,0,0
84,77.0,5.0,2.0,0,0,0
135,123.0,8.0,4.0,0,0,0
103,99.0,2.0,2.0,0,0,0
11,8.0,2.0,1.0,0,0,0
113,108.0,3.0,2.0,0,0,0
9,5.0,2.0,2.0,0,0,0
101,90.0,8.0,3.0,0,0,0
166,152.0,9.0,5.0,0,0,0
15,11.0,3.0,1.0,0,0,0
28,25.0,2.0,1.0,0,0,0
218,204.0,11.0,3.0,0,0,0
55,50.0,3.0,2.0,0,0,0
33,29.0,3.0,1.0,0,0,0
29,25.0,2.0,2.0,0,0,0
396,375.0,13.0,8.0,1,0,1
18,14.0,3.0,1.0,0,0,0
101,98.0,2.0,1.0,0,0,0
38,36.0,1.0,1.0,0,0,0
38,35.0,2.0,1.0,0,0,0
32,27.0,4.0,1.0,0,0,0
415,363.0,34.0,18.0,1,1,1
110,93.0,15.0,2.0,0,1,0
46,41.0,4.0,1.0,0,0,0
27,23.0,3.0,1.0,0,0,0
24,22.0,1.0,1.0,0,0,0
150,143.0,6.0,1.0,0,0,0
28,26.0,1.0,1.0,0,0,0
15,11.0,3.0,1.0,0,0,0
32,31.0,0.0,1.0,0,0,0
9,7.0,1.0,1.0,0,0,0
26,24.0,1.0,1.0,0,0,0
1,0.0,0.0,1.0,0,0,0
30,28.0,1.0,1.0,0,0,0
10,7.0,2.0,1.0,0,0,0
66,64.0,1.0,1.0,0,0,0
22,20.0,1.0,1.0,0,0,0
38,36.0,1.0,1.0,0,0,0
75,69.0,3.0,3.0,0,0,0
55,53.0,1.0,1.0,0,0,0
33,31.0,1.0,1.0,0,0,0
51,48.0,2.0,1.0,0,0,0
6,3.0,2.0,1.0,0,0,0
410,395.0,11.0,4.0,1,0,0
8,6.0,1.0,1.0,0,0,0
49,47.0,1.0,1.0,0,0,0
6,4.0,1.0,1.0,0,0,0
38,36.0,1.0,1.0,0,0,0
17,14.0,2.0,1.0,0,0,0
38,35.0,2.0,1.0,0,0,0
89,84.0,4.0,1.0,0,0,0
40,37.0,2.0,1.0,0,0,0
36,27.0,6.0,3.0,0,0,0
56,46.0,7.0,3.0,0,0,0
204,177.0,24.0,3.0,0,1,0
52,49.0,1.0,2.0,0,0,0
464,424.0,29.0,11.0,1,1,1
9,7.0,1.0,1.0,0,0,0
5,3.0,1.0,1.0,0,0,0
17,14.0,2.0,1.0,0,0,0
71,67.0,3.0,1.0,0,0,0
41,31.0,8.0,2.0,0,0,0
278,262.0,13.0,3.0,0,0,0
37,33.0,3.0,1.0,0,0,0
57,52.0,2.0,3.0,0,0,0
36,32.0,2.0,2.0,0,0,0
330,323.0,6.0,1.0,1,0,0
119,112.0,5.0,2.0,0,0,0
28,25.0,1.0,2.0,0,0,0
54,46.0,5.0,3.0,0,0,0
141,136.0,4.0,1.0,0,0,0
234,233.0,0.0,1.0,0,0,0
43,36.0,4.0,3.0,0,0,0
30,27.0,2.0,1.0,0,0,0
56,55.0,0.0,1.0,0,0,0
9,7.0,1.0,1.0,0,0,0
59,55.0,3.0,1.0,0,0,0
50,44.0,5.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
4,2.0,1.0,1.0,0,0,0
194,187.0,5.0,2.0,0,0,0
24,21.0,2.0,1.0,0,0,0
110,104.0,4.0,2.0,0,0,0
66,62.0,3.0,1.0,0,0,0
9,7.0,1.0,1.0,0,0,0
20,17.0,2.0,1.0,0,0,0
26,23.0,2.0,1.0,0,0,0
83,67.0,14.0,2.0,0,1,0
62,56.0,4.0,2.0,0,0,0
45,43.0,1.0,1.0,0,0,0
